
78310. Place: Zamość, Year: 1748  
140636. Place: -, Year: -  
163702. Place: -, Year: -  
196688. Place: -, Year: -  
69942. Place: Rudolstadt, Year: 1888  
92248. Place: -, Year: -  
76788. Place: Warszawa, Year: 1784  
213858. Place: -, Year: 1493  
101853. Place: -, Year: -  
70456. Place: -, Year: -  
110930. Place: -, Year: -  
199916. Place: -, Year: -  
46141. Place: -, Year: -  
118273. Place: -, Year: 1786  
118911. Place: -, Year: -  
13163. Place: Paryż, Year: 1850  
23376. Place: Lwów, Year: 1877  
166905. Place: Kraków, Year: 1661  
109654. Place: -, Year: -
50293. Place: -, Year: -
218873. Place: -, Year: -
45426. Place: -, Year: -
206470. Place: -, Year: -
49792. Place: -, Year: -
146084. Place: Kraków, Year: 1700
90163. Place: Warszawa, Year: 1895
179643. Place: -, Year: 1674
144838. Place: Warszawa, Year: 1781
90088. Place: Wilno, Year: 1860
165552. Place: -, Year: 1633
35285. Place: -, Year: -
64211. Place: -, Year: -
153909. Place: -, Year: -
130151. Place: Warszawa, Year: 1789
106675. Place: -, Year: -
78936. Place: -, Year: 1772
174786. Place: -, Year: 1777
75648. Place: -, Year: -
39842. Place: Rzeszów, Year: 1884
41487. Place: Gniezno, Year: 1876
89788. Place: -, Year: -
146042. Place: -, Year: 1723
4476. Place: -, Year: -
197722. Place: Kraków, Year: 1775
175645. Place: Tarnów, Year: 1790
199692. Place: -, Year: -
47385. Place: -, Year: -
60920. Place: -, Year: -
32454. Place: -, Year: -
26824. Place: Lwów, Year: 1887
175835. Place: -, Year: 1712
27236. Place: -, Year: -
124540. Place: -, Year: -
20198. Place: -, Year: 1790
98871. Place: -, Year: -
64822. Place: Wilno, Year: 1812
172571. Place: -, Year: -
175479. Place: -, Year: -
188937. Place: -, Year: 1788
101553. Place: St. Petersburg, Year: 1836
209102. Place: Kraków, Year: 1788
187949. Place: -, Year: -
92041. Place: Biała, Year: 1863
78081. Place: -, Year: -
212643. Place: -, Year: -
2880. Place: -, Year: -
113458. Place: Lwów, Year: 1872
146265. Place: Leipzig, Year: 1741
209860. Place: -, Year: -
133239. Place: -, Year: 1790  
160581. Place: -, Year: -  
55556. Place: -, Year: -  
152106. Place: -, Year: -  
57754. Place: -, Year: -  
212790. Place: -, Year: 1751  
199178. Place: Lukka, Year: 1763  
53841. Place: Kraków, Year: -  
22455. Place: -, Year: 1681  
77069. Place: Wilno, Year: 1794  
176761. Place: Kraków, Year: -  
215412. Place: Warszawa, Year: 1898  
221247. Place: -, Year: -  
187170. Place: -, Year: 1726  
199439. Place: -, Year: -  
124612. Place: -, Year: -  
169900. Place: Ratyzburg, Year: 1703  
77001. Place: Grudziądz, Year: 1891  
106220. Place: Kraków, Year: 1895  
20153. Place: -, Year: -  
185269. Place: -, Year: -  
98759. Place: -, Year: -  
180586. Place: -, Year: -  
149218. Place: -, Year: 1606  
167091. Place: Kraków, Year: -  
99080. Place: -, Year: -  
22030. Place: Lwów, Year: 1900  
112594. Place: -, Year: 1698  
59075. Place: -, Year: -  
185857. Place: Poznań, Year: 1638  
42257. Place: Lwów, Year: 1848  
126780. Place: Braniewo, Year: 1724  
15834. Place: -, Year: -  
22700. Place: -, Year: -  
62289. Place: Wenecja, Year: 1611  
111876. Place: -, Year: -  
23175. Place: Warszawa, Year: 1886  
197924. Place: -, Year: 1667  
95096. Place: Poznań, Year: 1888  
115298. Place: Lipsk, Year: 1660  
95816. Place: -, Year: -  
197624. Place: -, Year: -  
12803. Place: -, Year: -  
32898. Place: -, Year: -  
84237. Place: Czernowitz, Year: 1899  
66989. Place: Głogów, Year: -  
163760. Place: -, Year: -  
21616. Place: -, Year: -  
42354. Place: -, Year: -
61996. Place: Warszawa, Year: 1748  
88308. Place: -, Year: -  
44408. Place: -, Year: -  
77593. Place: -, Year: -  
101592. Place: Berlin, Year: 1883  
88709. Place: -, Year: -  
99051. Place: -, Year: -  
205981. Place: -, Year: -  
2034. Place: -, Year: 1697  
1960. Place: -, Year: -  
192343. Place: -, Year: -  
59983. Place: Londyn, Year: 1780  
207098. Place: -, Year: 1776  
21438. Place: Warszawa, Year: 1831  
185430. Place: Kraków, Year: -  
4769. Place: Kraków, Year: 1898  
216126. Place: Gdańsk, Year: 1649  
74667. Place: Wilno, Year: 1699  
14118. Place: -, Year: -  
54307. Place: -, Year: -  
106381. Place: Berlin, Year: 1896  
209476. Place: -, Year: 1793  
84010. Place: -, Year: -  
71680. Place: Wrocław, Year: 1864  
161225. Place: -, Year: 1690  
91229. Place: -, Year: -  
133781. Place: -, Year: -  
45026. Place: -, Year: -  
56291. Place: -, Year: -  
116535. Place: Rzym, Year: 1667  
115932. Place: Helmstedt, Year: 1671  
158195. Place: Kraków, Year: 1648  
167591. Place: -, Year: -  
182231. Place: -, Year: -  
63157. Place: -, Year: -  
218550. Place: -, Year: -  
47454. Place: -, Year: -  
49645. Place: Warszawa, Year: 1598  
164959. Place: Lubcza, Year: 1620  
126469. Place: -, Year: -  
76662. Place: -, Year: -  
150364. Place: -, Year: 1678  
163150. Place: -, Year: -  
46229. Place: -, Year: -  
217. Place: Królewiec, Year: 1583  
70655. Place: -, Year: -  
110017. Place: Kraków, Year: 1692  
84392. Place: -, Year: -  
88370. Place: -, Year: -  
28807. Place: -, Year: -
76528. Place: -, Year: 1554
79304. Place: Stanisławów, Rzeszów, Year: 1850
20715. Place: Warszawa, Year: -
117936. Place: Toruń, Year: -
220812. Place: -, Year: -
23381. Place: Bruksela, Year: 1862
13960. Place: Warszawa, Year: 1899
44846. Place: Warszawa, Year: 1887
206234. Place: -, Year: 1655
130538. Place: Kraków, Year: 1649
100867. Place: Warszawa, Year: 1873
94171. Place: Warszawa, Year: 1898
54733. Place: -, Year: -
3076. Place: Berlin, Year: 1876
186354. Place: -, Year: 1704
31442. Place: -, Year: -
62650. Place: Warszawa, Year: 1875
145564. Place: -, Year: 1788
2281. Place: -, Year: -
108135. Place: -, Year: -
184541. Place: -, Year: 1696
209048. Place: -, Year: -
197520. Place: -, Year: -
9979. Place: Paryż, Year: 1877
131593. Place: -, Year: -
67376. Place: Lwów, Year: 1885
41659. Place: Tarnów, Year: 1886
111528. Place: -, Year: -
43934. Place: -, Year: -
55266. Place: -, Year: -
141247. Place: -, Year: -
200117. Place: Wilno, Year: 1780
109893. Place: Poznań, Year: 1621
214385. Place: -, Year: 1781
95772. Place: -, Year: -
31964. Place: -, Year: -
21547. Place: Warszawa, Year: 1887
146172. Place: Lwów, Year: 1798
167994. Place: -, Year: -
60136. Place: -, Year: -
93395. Place: -, Year: -
162030. Place: Genewa, Year: 1616
14113. Place: Poznań, Year: 1847
27441. Place: -, Year: -
47841. Place: Tarnowskie Góry, Year: 1697
124199. Place: -, Year: -
111110. Place: Wilno, Year: 1815
127606. Place: -, Year: -
174981. Place: -, Year: -
110339. Place: Warszawa, Year: 1887
118470. Place: -, Year: -
154643. Place: Madryt, Year: 1647
20284. Place: Wiedeń, Year: 1888
57578. Place: -, Year: -
8228. Place: Warszawa, Year: 1880
50164. Place: -, Year: -
144541. Place: -, Year: -
67970. Place: -, Year: -
73496. Place: Warszawa, Year: 1832
125784. Place: -, Year: -
77431. Place: -, Year: -
86569. Place: Połock, Year: -
187674. Place: Sztokholm, Year: 1706
49587. Place: Kraków, Year: 1813
52483. Place: -, Year: -
193358. Place: -, Year: 1701
6351. Place: -, Year: -
586. Place: Kraków, Year: 1888
57549. Place: -, Year: -
75085. Place: -, Year: -
67119. Place: Paryż, Year: 1874
164874. Place: Kraków, Year: 1633
109065. Place: Poznań, Year: 1722
86157. Place: Lwów, Year: -
21088. Place: Bydgoszcz, Year: 1859
88452. Place: -, Year: -
203981. Place: -, Year: 1664
180473. Place: Tulczyn, Year: 1792
154794. Place: Kraków, Year: 1725
164280. Place: -, Year: -
110766. Place: -, Year: 1672
141156. Place: Kraków, Year: 1576
45518. Place: -, Year: -
21568. Place: -, Year: -
50279. Place: -, Year: -
119337. Place: Halle, Year: 1753
176618. Place: -, Year: -
117963. Place: Wilno, Year: 1777
1637. Place: Poznań, Year: -
199609. Place: -, Year: 1611
62517. Place: -, Year: -
18323. Place: Norymberga, Year: 1737
63359. Place: Kraków, Year: 1885
195140. Place: -, Year: -
161854. Place: -, Year: 1780
83145. Place: -, Year: -
163868. Place: -, Year: -
98837. Place: -, Year: -
56482. Place: -, Year: -
206555. Place: -, Year: 1790
139494. Place: -, Year: 1761
54405. Place: -, Year: -
3497. Place: -, Year: -
140309. Place: Londyn, Year: 1775
178801. Place: -, Year: 1787
3320. Place: -, Year: -
74796. Place: -, Year: 1760
183237. Place: Kraków, Year: 1683
60216. Place: -, Year: -
80351. Place: Bolesławiec, Year: 1841
133237. Place: -, Year: -
106255. Place: Warszawa, Year: -
67388. Place: Lwów, Year: 1878
74394. Place: Warszawa, Year: 1826
91638. Place: Gdańsk, Year: 1636
11233. Place: -, Year: -
47919. Place: -, Year: 1700
63292. Place: -, Year: 1800
55844. Place: -, Year: -
152680. Place: -, Year: -
179229. Place: -, Year: -
155421. Place: Gdańsk, Year: 1698
169607. Place: -, Year: 1634
48285. Place: -, Year: -
173308. Place: -, Year: 1700
184958. Place: Wilno, Year: 1758
108688. Place: Warszawa, Year: 1775
28176. Place: -, Year: -
95784. Place: Kraków, Year: 1876
212104. Place: Wenecja, Year: 1772
60635. Place: Warszawa, Year: 1836
199800. Place: -, Year: 1771
3508. Place: Kraków, Year: 1879
151254. Place: -, Year: -
178164. Place: -, Year: 1776
172639. Place: -, Year: 1635
170144. Place: -, Year: -
168597. Place: Kraków, Year: 1715
7144. Place: Moskwa, Year: 1846
94765. Place: Szczecin, Year: 1833
60372. Place: -, Year: 1697
169441. Place: -, Year: -
32258. Place: -, Year: -
141938. Place: -, Year: 1774
217293. Place: Gdańsk, Year: 1654
79788. Place: -, Year: -
167803. Place: -, Year: -
9906. Place: Kraków, Year: 1884
173404. Place: -, Year: -
41225. Place: -, Year: -
155420. Place: -, Year: 1699  
39567. Place: Wilno, Year: 1823  
72897. Place: Kraków, Year: 1900  
39911. Place: Lwów, Year: 1871  
90928. Place: Kraków, Year: 1753  
98370. Place: -, Year: -  
51574. Place: -, Year: -  
35456. Place: -, Year: -  
27572. Place: -, Year: -  
212482. Place: -, Year: -  
147747. Place: Kraków, Year: 1643  
174536. Place: -, Year: -  
109338. Place: -, Year: -  
113318. Place: -, Year: -  
1354. Place: Ścinawa, Year: 1657  
181779. Place: -, Year: 1791  
113901. Place: -, Year: -  
90585. Place: Kraków, Year: 1674  
167695. Place: -, Year: -  
57813. Place: -, Year: -  
45259. Place: Kraków, Year: 1861  
81958. Place: Mikułów, Year: 1862  
27582. Place: -, Year: -  
100646. Place: Wilno, Year: 1803  
52159. Place: -, Year: -  
208335. Place: Kraków, Year: 1585  
22386. Place: Poznań, Year: 1843  
156491. Place: -, Year: -  
171769. Place: -, Year: -  
96912. Place: -, Year: -  
79589. Place: Kraków, Year: 1899  
57764. Place: -, Year: -  
49273. Place: -, Year: -  
77500. Place: -, Year: -  
76137. Place: -, Year: -  
33292. Place: Warszawa, Year: 1862  
58202. Place: Kraków, Year: 1800  
30162. Place: -, Year: -  
204894. Place: -, Year: -  
222501. Place: Leiden, Year: 1634  
98563. Place: Warszawa, Year: 1823  
19922. Place: -, Year: -  
113034. Place: Warszawa, Year: -  
152043. Place: Utrecht, Year: 1665  
221625. Place: -, Year: -  
200769. Place: Zamość, Year: 1689  
199498. Place: -, Year: -  
202267. Place: -, Year: -  
67708. Place: -, Year: -  
211272. Place: -, Year: -
170811. Place: -, Year: -
146595. Place: Kraków, Year: 1777
150306. Place: -, Year: -
207664. Place: Gdańsk, Year: 1700
161126. Place: -, Year: 1770
164997. Place: -, Year: -
195178. Place: Lublin, Year: 1797
174103. Place: Połock, Year: 1797
57493. Place: Królewiec, Year: 1544
44460. Place: Królewiec, Year: 1544
163884. Place: -, Year: -
50583. Place: Kraków, Year: 1891
111467. Place: Leiden, Year: 1641
33936. Place: -, Year: -
55006. Place: -, Year: -
162934. Place: -, Year: -
140067. Place: Hanower, Year: 1609
99180. Place: Wilno, Year: 1818
661. Place: Królewiec, Year: 1634
183020. Place: Wrocław, Year: 1756
15881. Place: Kraków, Year: 1900
215849. Place: Gdańsk, Year: 1652
144146. Place: Grodno, Year: 1787
77729. Place: -, Year: -
57749. Place: -, Year: -
154606. Place: -, Year: 1655
2261. Place: Lubcz, Year: 1646
217951. Place: -, Year: -
183727. Place: Wilno, Year: 1744
42231. Place: -, Year: -
181289. Place: -, Year: -
112324. Place: -, Year: 1772
77381. Place: Rzeszów, Year: 1854
9739. Place: -, Year: -
58164. Place: Poznań, Year: 1890
125656. Place: -, Year: -
24480. Place: Gdańsk, Year: 1887
43970. Place: Kraków, Year: 1852
75736. Place: Warszawa, Year: 1887
144871. Place: -, Year: -
110499. Place: Warszawa, Year: 1729
53518. Place: -, Year: -
165375. Place: -, Year: -
67242. Place: Warszawa, Year: 1886
84944. Place: Warszawa, Year: 1866
216793. Place: -, Year: -
48576. Place: -, Year: -
206478. Place: -, Year: 1593
199211. Place: -, Year: -
117559. Place: Poznań, Year: 1757
43756. Place: Zamość, Year: 1644
77019. Place: Inowrocław, Year: 1891
155998. Place: Kraków, Year: 1715
214260. Place: -, Year: -
57793. Place: -, Year: -
207816. Place: Kraków, Year: 1702
7735. Place: Poznań, Year: 1895
195336. Place: -, Year: -
116106. Place: Kraków, Year: 1611
75769. Place: -, Year: -
81523. Place: -, Year: -
81801. Place: -, Year: -
129801. Place: Rostock, Year: 1640
56376. Place: Kraków, Year: 1893
87223. Place: Warszawa, Year: 1835
89454. Place: -, Year: -
139927. Place: -, Year: -
5369. Place: Kraków, Year: 1893
91042. Place: -, Year: -
191708. Place: -, Year: -
21765. Place: -, Year: 1876
161255. Place: -, Year: -
68143. Place: Kraków, Year: 1898
77181. Place: Łowicz, Year: 1794
90934. Place: -, Year: -
18350. Place: -, Year: -
18024. Place: -, Year: 1576
59470. Place: Warszawa, Year: 1676
138. Place: Warszawa, Year: 1835
57830. Place: -, Year: -
18318. Place: Mińsk, Year: 1900
88482. Place: -, Year: -
165538. Place: -, Year: 1625
69168. Place: -, Year: -
83702. Place: -, Year: -
18573. Place: Wilno, Year: 1805
48972. Place: Kraków, Year: 1891
34319. Place: Gdańsk, Year: 1846
104926. Place: -, Year: -
85084. Place: Warszawa, Year: 1836
190653. Place: Norymberga, Year: 1672
76632. Place: Poznań, Year: 1846
39796. Place: -, Year: -
76694. Place: Wilno, Year: 1829
175211. Place: -, Year: 1785
84353. Place: Rzym, Year: 1856
39117. Place: Wrocław, Year: 1820
179078. Place: -, Year: 1780
10780. Place: Rzym, Year: 1839
35502. Place: -, Year: -
208513. Place: -, Year: -
154170. Place: Wilno, Year: 1672
57515. Place: -, Year: 1782
113211. Place: Lwów, Year: 1869
169319. Place: Francof., Year: 1622
59731. Place: Kraków, Year: 1861
185012. Place: Wilno, Year: 1737
40581. Place: -, Year: -
216344. Place: -, Year: -
75750. Place: Warszawa, Year: 1783
153607. Place: -, Year: 1664
204858. Place: -, Year: 1636
49464. Place: -, Year: -
194353. Place: -, Year: -
111847. Place: -, Year: -
90291. Place: Kraków, Year: 1519
17928. Place: Lwów, Year: 1785
171830. Place: -, Year: 1789
75336. Place: -, Year: 1650
109308. Place: Kraków, Year: 1881
93291. Place: Wrocław, Year: 1865
92898. Place: -, Year: -
132031. Place: -, Year: -
220041. Place: -, Year: 1775
170018. Place: Wilno, Year: 1758
108502. Place: Rzym, Year: 1757
91920. Place: Przemyśl, Year: 1832
222916. Place: -, Year: -
124061. Place: Rzym, Year: 1713
2633. Place: Poznań, Year: 1886
82438. Place: -, Year: -
60362. Place: -, Year: -
74800. Place: Gdańsk, Year: 1668
211942. Place: -, Year: -
11457. Place: -, Year: -
55839. Place: -, Year: -
49369. Place: -, Year: 1550
194736. Place: -, Year: -
79057. Place: -, Year: -
199545. Place: -, Year: 1605
194506. Place: -, Year: 1656
94497. Place: -, Year: -
163598. Place: -, Year: -
110652. Place: -, Year: -
58312. Place: -, Year: -
166171. Place: Neapol, Year: 1754
171360. Place: -, Year: -
108550. Place: -, Year: -
111467. Place: -, Year: -
64730. Place: Poznań, Year: 1895
1179. Place: Wilno, Year: 1861  
7996. Place: Sanktpietierburg, Year: 1887  
75766. Place: -, Year: -  
214691. Place: -, Year: -  
219311. Place: Kraków, Year: 1540  
75739. Place: Kraków, Year: 1606  
47688. Place: -, Year: -  
97835. Place: -, Year: -  
105293. Place: -, Year: -  
207687. Place: -, Year: -  
173862. Place: -, Year: -  
188898. Place: -, Year: 1758  
14278. Place: -, Year: -  
20669. Place: Lwów, Year: -  
80444. Place: -, Year: -  
174853. Place: -, Year: -  
185281. Place: -, Year: -  
126808. Place: -, Year: 1724  
202029. Place: -, Year: -  
159321. Place: Poznań, Year: 1644  
103215. Place: Winona Minn., Year: 1889-1891  
47793. Place: -, Year: 1704  
58879. Place: Paryż, Year: 1868  
109161. Place: -, Year: -  
205557. Place: -, Year: -  
5883. Place: -, Year: -  
43957. Place: Lipsk, Year: 1831  
75955. Place: -, Year: -  
173350. Place: -, Year: -  
105310. Place: Versailles, Year: 1841  
15615. Place: Strasburg, Year: 1886  
2681. Place: Kluż, Year: 1795  
31336. Place: -, Year: -  
214187. Place: -, Year: -  
163603. Place: -, Year: -  
214950. Place: -, Year: 1800  
168161. Place: Warszawa, Year: 1768  
190987. Place: Kijew, Year: -  
74232. Place: -, Year: -  
68065. Place: Lwów, Year: 1900  
81662. Place: Lwów, Year: 1880  
18145. Place: -, Year: 1603  
117239. Place: Poznań, Year: 1786  
146286. Place: -, Year: -  
131430. Place: -, Year: -  
46361. Place: -, Year: -  
54599. Place: -, Year: -  
15022. Place: -, Year: -  
109946. Place: -, Year: -  
145726. Place: -, Year: 1729
91614. Place: -, Year: -
76140. Place: -, Year: -
83576. Place: Warszawa, Year: 1889
175464. Place: -, Year: -
89119. Place: Paryż, Year: -
211271. Place: -, Year: -
149881. Place: Gdańsk, Year: 1729
52616. Place: -, Year: -
147662. Place: -, Year: 1754
217336. Place: Lipsk, Year: 1508
65120. Place: Paryż, Year: -
198450. Place: -, Year: 1789
212647. Place: Berlin, Year: 1796
116856. Place: Gdańsk, Year: 1700
141453. Place: Poznań, Year: 1675
196521. Place: Wilno, Year: 1598
66996. Place: Lipsk, Year: 1897
221394. Place: -, Year: -
18200. Place: Poznań, Year: 1897
192564. Place: Kraków, Year: 1798
32154. Place: -, Year: -
70203. Place: Warszawa, Year: 1890
141270. Place: -, Year: -
203822. Place: Toruń, Year: -
118542. Place: Gdańsk, Year: 1642
160727. Place: Wilno, Year: 1703
221089. Place: -, Year: -
174463. Place: -, Year: -
39674. Place: Paryż, Year: 1878
163434. Place: -, Year: -
8250. Place: -, Year: -
223331. Place: -, Year: -
55530. Place: -, Year: -
139705. Place: Kraków, Year: 1793
77359. Place: Rawicz, Year: 1896
80027. Place: Warszawa, Year: 1826
71474. Place: Grudziądz, Year: 1896
14738. Place: Wilno, Year: 1872
204774. Place: -, Year: -
200445. Place: Toruń, Year: 1714
127239. Place: -, Year: -
159683. Place: -, Year: -
90115. Place: Warszawa, Year: 1885
194518. Place: -, Year: -
92264. Place: -, Year: -
174192. Place: Dillingen, Year: 1689
